,ZIPCODE,percent_met_standard,district
630,98045,0.6905430206196697,SNOQUALMIE VALLEY
631,98065,0.6905430206196697,SNOQUALMIE VALLEY
632,98065,0.6905430206196697,SNOQUALMIE VALLEY
633,98065,0.6905430206196697,SNOQUALMIE VALLEY
634,98045,0.6905430206196697,SNOQUALMIE VALLEY
635,98024,0.6905430206196697,SNOQUALMIE VALLEY
636,98065,0.6905430206196697,SNOQUALMIE VALLEY
637,98065,0.6905430206196697,SNOQUALMIE VALLEY
638,98024,0.6905430206196697,SNOQUALMIE VALLEY
639,98065,0.6905430206196697,SNOQUALMIE VALLEY
640,98045,0.6905430206196697,SNOQUALMIE VALLEY
641,98065,0.6905430206196697,SNOQUALMIE VALLEY
642,98168,0.2380298871607197,TUKWILA
643,98168,0.2380298871607197,TUKWILA
644,98168,0.2380298871607197,TUKWILA
645,98168,0.2380298871607197,TUKWILA
646,98188,0.2380298871607197,TUKWILA
647,98168,0.2380298871607197,TUKWILA
648,98070,0.5898027158595952,VASHON ISLAND
649,98070,0.5898027158595952,VASHON ISLAND
650,98070,0.5898027158595952,VASHON ISLAND
651,98070,0.5898027158595952,VASHON ISLAND
652,98070,0.5898027158595952,VASHON ISLAND
653,98288,0.4761904761904761,SKYKOMISH
