,ZIPCODE,percent_met_standard,district
541,98001,0.3663089235324051,AUBURN
542,98002,0.3663089235324051,AUBURN
543,98002,0.3663089235324051,AUBURN
544,98002,0.3663089235324051,AUBURN
545,98092,0.3663089235324051,AUBURN
546,98002,0.3663089235324051,AUBURN
547,98002,0.3663089235324051,AUBURN
548,98092,0.3663089235324051,AUBURN
549,98002,0.3663089235324051,AUBURN
550,98047,0.3663089235324051,AUBURN
551,98002,0.3663089235324051,AUBURN
552,98092,0.3663089235324051,AUBURN
553,98092,0.3663089235324051,AUBURN
554,98092,0.3663089235324051,AUBURN
555,98002,0.3663089235324051,AUBURN
556,98092,0.3663089235324051,AUBURN
557,98092,0.3663089235324051,AUBURN
558,98002,0.3663089235324051,AUBURN
559,98092,0.3663089235324051,AUBURN
560,98092,0.3663089235324051,AUBURN
561,98092,0.3663089235324051,AUBURN
562,98001,0.3663089235324051,AUBURN
563,98001,0.3663089235324051,AUBURN
564,98002,0.3663089235324051,AUBURN
565,98002,0.3663089235324051,AUBURN
566,98002,0.3663089235324051,AUBURN
567,98092,0.3663089235324051,AUBURN
568,98019,0.6048548548548549,RIVERVIEW
569,98014,0.6048548548548549,RIVERVIEW
570,98014,0.6048548548548549,RIVERVIEW
571,98014,0.6048548548548549,RIVERVIEW
572,98019,0.6048548548548549,RIVERVIEW
573,98014,0.6048548548548549,RIVERVIEW
574,98019,0.6048548548548549,RIVERVIEW
575,98014,0.6048548548548549,RIVERVIEW
576,98027,0.7087494928810154,ISSAQUAH
577,98006,0.7087494928810154,ISSAQUAH
578,98006,0.7087494928810154,ISSAQUAH
579,98027,0.7087494928810154,ISSAQUAH
580,98059,0.7087494928810154,ISSAQUAH
581,98029,0.7087494928810154,ISSAQUAH
582,98029,0.7087494928810154,ISSAQUAH
583,98027,0.7087494928810154,ISSAQUAH
584,98029,0.7087494928810154,ISSAQUAH
585,98075,0.7087494928810154,ISSAQUAH
586,98059,0.7087494928810154,ISSAQUAH
587,98075,0.7087494928810154,ISSAQUAH
588,98027,0.7087494928810154,ISSAQUAH
589,98027,0.7087494928810154,ISSAQUAH
590,98059,0.7087494928810154,ISSAQUAH
591,98027,0.7087494928810154,ISSAQUAH
592,98075,0.7087494928810154,ISSAQUAH
593,98059,0.7087494928810154,ISSAQUAH
594,98029,0.7087494928810154,ISSAQUAH
595,98029,0.7087494928810154,ISSAQUAH
596,98059,0.7087494928810154,ISSAQUAH
597,98008,0.7087494928810154,ISSAQUAH
598,98075,0.7087494928810154,ISSAQUAH
599,98027,0.7087494928810154,ISSAQUAH
600,98027,0.7087494928810154,ISSAQUAH
601,98075,0.7087494928810154,ISSAQUAH
602,98059,0.7087494928810154,ISSAQUAH
603,98065,0.7087494928810154,ISSAQUAH
604,98008,0.7087494928810154,ISSAQUAH
605,98075,0.7087494928810154,ISSAQUAH
606,98075,0.7087494928810154,ISSAQUAH
607,98006,0.7087494928810154,ISSAQUAH
608,98022,0.4876269621421976,ENUMCLAW
609,98022,0.4876269621421976,ENUMCLAW
610,98022,0.4876269621421976,ENUMCLAW
611,98022,0.4876269621421976,ENUMCLAW
612,98010,0.4876269621421976,ENUMCLAW
613,98022,0.4876269621421976,ENUMCLAW
614,98022,0.4876269621421976,ENUMCLAW
615,98022,0.4876269621421976,ENUMCLAW
616,98022,0.4876269621421976,ENUMCLAW
617,98022,0.4876269621421976,ENUMCLAW
618,98042,0.6336146884789419,TAHOMA
619,98038,0.6336146884789419,TAHOMA
620,98038,0.6336146884789419,TAHOMA
621,98038,0.6336146884789419,TAHOMA
622,98038,0.6336146884789419,TAHOMA
623,98038,0.6336146884789419,TAHOMA
624,98038,0.6336146884789419,TAHOMA
625,98038,0.6336146884789419,TAHOMA
626,98051,0.6336146884789419,TAHOMA
627,98038,0.6336146884789419,TAHOMA
628,98038,0.6336146884789419,TAHOMA
629,98045,0.6905430206196697,SNOQUALMIE VALLEY
